C:\Users\user\Desktop\simulator-windows-64\sample 1\IMG\center_2020_10_26_20_36_48_165.jpg, C:\Users\user\Desktop\simulator-windows-64\sample 1\IMG\left_2020_10_26_20_36_48_165.jpg, C:\Users\user\Desktop\simulator-windows-64\sample 1\IMG\right_2020_10_26_20_36_48_165.jpg, 0, 0, 0, 7.777713E-05
C:\Users\user\Desktop\simulator-windows-64\sample 1\IMG\center_2020_10_26_20_36_48_301.jpg, C:\Users\user\Desktop\simulator-windows-64\sample 1\IMG\left_2020_10_26_20_36_48_301.jpg, C:\Users\user\Desktop\simulator-windows-64\sample 1\IMG\right_2020_10_26_20_36_48_301.jpg, 0, 0, 0, 7.961466E-05
C:\Users\user\Desktop\simulator-windows-64\sample 1\IMG\center_2020_10_26_20_36_48_411.jpg, C:\Users\user\Desktop\simulator-windows-64\sample 1\IMG\left_2020_10_26_20_36_48_411.jpg, C:\Users\user\Desktop\simulator-windows-64\sample 1\IMG\right_2020_10_26_20_36_48_411.jpg, 0, 0, 0, 7.790132E-05
C:\Users\user\Desktop\simulator-windows-64\sample 1\IMG\center_2020_10_26_20_36_48_545.jpg, C:\Users\user\Desktop\simulator-windows-64\sample 1\IMG\left_2020_10_26_20_36_48_545.jpg, C:\Users\user\Desktop\simulator-windows-64\sample 1\IMG\right_2020_10_26_20_36_48_545.jpg, 0, 0, 0, 7.932023E-05
C:\Users\user\Desktop\simulator-windows-64\sample 1\IMG\center_2020_10_26_20_36_48_667.jpg, C:\Users\user\Desktop\simulator-windows-64\sample 1\IMG\left_2020_10_26_20_36_48_667.jpg, C:\Users\user\Desktop\simulator-windows-64\sample 1\IMG\right_2020_10_26_20_36_48_667.jpg, 0, 0, 0, 7.775228E-05
C:\Users\user\Desktop\simulator-windows-64\sample 1\IMG\center_2020_10_26_20_36_48_795.jpg, C:\Users\user\Desktop\simulator-windows-64\sample 1\IMG\left_2020_10_26_20_36_48_795.jpg, C:\Users\user\Desktop\simulator-windows-64\sample 1\IMG\right_2020_10_26_20_36_48_795.jpg, 0, 0, 0, 7.797567E-05
C:\Users\user\Desktop\simulator-windows-64\sample 1\IMG\center_2020_10_26_20_36_48_917.jpg, C:\Users\user\Desktop\simulator-windows-64\sample 1\IMG\left_2020_10_26_20_36_48_917.jpg, C:\Users\user\Desktop\simulator-windows-64\sample 1\IMG\right_2020_10_26_20_36_48_917.jpg, 0, 0, 0, 7.944649E-05
C:\Users\user\Desktop\simulator-windows-64\sample 1\IMG\center_2020_10_26_20_36_49_050.jpg, C:\Users\user\Desktop\simulator-windows-64\sample 1\IMG\left_2020_10_26_20_36_49_050.jpg, C:\Users\user\Desktop\simulator-windows-64\sample 1\IMG\right_2020_10_26_20_36_49_050.jpg, 0, 0, 0, 7.822969E-05
C:\Users\user\Desktop\simulator-windows-64\sample 1\IMG\center_2020_10_26_20_36_49_183.jpg, C:\Users\user\Desktop\simulator-windows-64\sample 1\IMG\left_2020_10_26_20_36_49_183.jpg, C:\Users\user\Desktop\simulator-windows-64\sample 1\IMG\right_2020_10_26_20_36_49_183.jpg, 0, 0, 0, 7.811427E-05
C:\Users\user\Desktop\simulator-windows-64\sample 1\IMG\center_2020_10_26_20_36_49_312.jpg, C:\Users\user\Desktop\simulator-windows-64\sample 1\IMG\left_2020_10_26_20_36_49_312.jpg, C:\Users\user\Desktop\simulator-windows-64\sample 1\IMG\right_2020_10_26_20_36_49_312.jpg, 0, 0, 0, 7.805958E-05
